Session ID,Purchase.Intention,Household.income,Age ,Adults.household,Chidren.household,LFC,NB,LP,CF,Flavors,why.purchase,why.dont.purchase
225453593,,"$100,001 - $150,000",40.5,2,0,0,0,0,0,,,
225453607,,"$50,000 - $75,000",60.5,3,0,0,2,1,3,,,
225453609,,"$75,001 -  $100,000",60.5,2,0,1,2,0,3,,,
225453610,3,"$100,001 - $150,000",60.5,5,2,2,0,3,1,"mint choco chip, cookie dough, neapolitan, chocolate, vanilla bean, vanilla and orange",it was on sale and they had the flavors my sons and husband like,
225453621,,"$50,000 - $75,000",40.5,1,0,0,3,2,1,,,
225453623,3,Prefer not to say,50.5,1,2,2,1,3,0,Rocky Road; Cookie Dough; Mint Chocolate Chip; Chocolate/Vanilla,,I don't normally shop at Wegmans
225453625,3,"$100,001 - $150,000",30.5,2,0,1,2,0,3,Coffee-based with chocolate swirl or chips.  Peanut butter with chocolate swirl.  Chocolate chip cookie dough.,,"I haven't heard anything about it, so I don't know if it tastes as good as other brands."
225453630,3,Prefer not to say,60.5,2,0,3,0,1,2,"A good vanilla, something chocolate with fudge, butter pecan, and Holiday flavors like egg nog or pumpkin.",Was a flavor I was looking for and was on sale.,
225453634,,"Under $50,000",20.5,3,0,0,2,3,1,,,
225453635,3,"$100,001 - $150,000",40.5,5,4,0,1,2,3,"choc marshmallow, vanilla and strawberry",,haven't seen it on the shelves
225453637,3,"Under $50,000",50.5,3,0,3,0,1,2,peanut butter cup,because its good,
225453641,2,"$100,001 - $150,000",30.5,2,1,3,2,1,0,,just to try,
225453645,,"Under $50,000",40.5,1,2,0,1,2,3,,,
225453654,3,"$100,001 - $150,000",30.5,2,0,3,0,2,1,cookie dough,,
225453657,3,"$150,001 - $200,000",40.5,2,1,1,2,0,3,mint chocolate chip,,"I don't know if it's as good as the name brands, and I'd hate to be disappointed when I got home with it."
225453658,1,Prefer not to say,50.5,3,0,3,0,1,2,,on sale and wanted to try it,
225453669,3,"Under $50,000",50.5,1,0,3,1,0,2,"Vanilla with chocolate chunks, Peanut Butter, Coffee, Chocolate with Almonds",The price was lower.,
225453679,3,"$100,001 - $150,000",40.5,2,2,1,2,0,3,"Chocolate, Vanilla Fudge",,I didn't notice it
225453681,2,"$100,001 - $150,000",40.5,2,2,2,2,2,0,,,I don't shop at Wows often.
225453698,4,"Over $200,000",50.5,1,0,3,2,0,1,"Butter Pecan, Cherry, Mango and Raspberry ice cream",To try it out,
225453699,3,Prefer not to say,40.5,2,3,1,3,2,0,chocolate,,may try next time
225453700,,"Under $50,000",70.5,1,0,1,0,2,3,,,
225453707,,"$50,000 - $75,000",50.5,4,1,0,1,3,2,,,
225453709,2,Prefer not to say,70.5,1,0,3,0,2,1,,Last week,
225453723,,"$100,001 - $150,000",50.5,4,1,0,3,2,1,,,
225453731,,"$75,001 -  $100,000",40.5,3,2,1,0,3,2,,,
225453737,3,"$75,001 -  $100,000",40.5,1,0,2,0,1,3,"Chocolate, caramel, mint chip",Flavor and cost,
225453738,,Prefer not to say,60.5,2,0,0,3,1,2,,,
225453748,3,"$100,001 - $150,000",40.5,2,2,0,1,3,2,"chocolate, cookie dough, chocolate peanut butter cup, chocolate chocolate chip",,didn't see that it existed and price probably
225453750,3,0,60.5,2,0,3,1,0,2,CHOC/VANILLA,,HAVE NOT HAD THE OPPORTUNITY
225453754,3,"Under $50,000",60.5,3,0,0,1,2,3,,,never had it.  We buy Turkey Hill because of flavor and its always on sale
225453762,,"$100,001 - $150,000",50.5,2,0,0,3,1,2,,,
225453763,1,"Over $200,000",50.5,4,2,2,3,0,1,,,Family likes brand names 
225453767,3,"$150,001 - $200,000",30.5,2,0,2,0,3,1,"rocky road, strawberry, mint chip, coffee",,have not tried it
225453771,,"$50,000 - $75,000",50.5,4,1,0,1,3,2,,,
225453792,,"$50,000 - $75,000",50.5,1,0,0,0,0,0,,,
225453803,3,"Over $200,000",50.5,2,0,0,2,1,3,I'm not picky,,I don't like Wegmans ice cream
225453806,,"$75,001 -  $100,000",40.5,2,2,0,1,2,3,,,
225453820,2,"$75,001 -  $100,000",50.5,4,0,1,0,3,2,,,very rarely buy anything other than Ben and Jerry's 
225453834,,Prefer not to say,50.5,2,0,0,1,3,2,,,
225453840,,"Under $50,000",20.5,5,0,0,0,0,0,,,
225453846,,"$50,000 - $75,000",50.5,2,0,1,2,0,3,,,
225453864,3,"$150,001 - $200,000",60.5,2,0,0,2,1,3,Chocolate,,?
225453870,2,"$75,001 -  $100,000",40.5,2,2,0,2,1,3,,Wows brand is guaranteed quality and flavor.,
225453881,,"Over $200,000",40.5,2,1,0,0,0,0,,,
225453894,,Prefer not to say,40.5,2,2,0,2,1,3,,,
225453909,3,"Under $50,000",30.5,1,0,1,0,3,2,Cookies'n'cream; chocolate chip.,,I trust the Edy's brand.
225453913,3,Prefer not to say,50.5,2,0,3,0,1,2,vanilla,it seemed like a good idea at the time,
225453918,3,"$50,000 - $75,000",30.5,2,0,1,0,3,2,"vanilla bean, cookie dough",price,
225453921,,Prefer not to say,40.5,2,3,0,1,3,2,,,
225453926,3,Prefer not to say,40.5,2,0,3,0,1,2,"Pistacchio, coffee, chocolate (for my husband), cherry, mint chocolate chip.  Again though, not too sweet, not artificial",,I'm afraid it won't taste good
225453930,,"Under $50,000",30.5,1,0,1,2,3,0,,,
225453934,1,"Over $200,000",50.5,2,0,2,3,0,1,,,I generally head for brand names such as Ben & Jerrys or Godiva.
225453946,3,"$100,001 - $150,000",60.5,3,0,3,2,1,0,"Coffee, mint chocolate chip, cherry vanilla, Heath Bar, vanilla, chocolate, strawberry",,Will try it my next visit.
225453950,3,"$50,000 - $75,000",40.5,2,2,3,0,2,1,"vanilla, chocolate, heavenly hash, peanut butter...",price and low in fat,
225453969,3,"$100,001 - $150,000",30.5,2,1,3,0,2,1,any flavors currently offered in regalar,like the flavors offered.  lower price,
225453982,3,"$100,001 - $150,000",30.5,2,1,1,2,0,3,"chocolate peanut butter, neopolitan, chocolate marshmallow",,"I go between Giant & Wows and I just haven't been out of ice cream on my Wow's shopping day. No reason...I do prefer name brands, but at times I think Wows' is just as good."
225453995,3,Prefer not to say,60.5,2,0,1,1,3,1,"Vanilla, a good quality, good tasting vanilla which is what I like in the Edy's slow churned light ice cream.  I would like a good tasting mint choc chip which I like in Breyer's currently.  I would like a butter almond that Breyer's used to have but is hard to find now.  I would like coffee flavor also.  Those are my favorite flavors.",I didn't want to spend more money on other brands and they weren't on sale.,
225454015,,"$100,001 - $150,000",50.5,2,2,0,2,1,3,,,
225454019,3,"$150,001 - $200,000",40.5,2,2,2,3,1,0,"mint chocolate chip, chocolate, vanilla",,Price of Turkey Hill ice cream is so low at my Wows so I don't even usually look at anything else.
225454038,4,"$50,000 - $75,000",40.5,2,0,1,0,3,2,"fried ice cream, blueberry, cinnamon, mint choc chip",price and flavor ,
225454050,4,"$75,001 -  $100,000",60.5,3,0,1,1,1,3,"Chocolate, Chocolate marshmallow, raspberry, chocolate fudge swirl, strawberry, ","I really like the Wow's brand.  Good taste, good price, good quality.",
225454052,4,"$50,000 - $75,000",40.5,1,0,0,1,3,2,,,
225454069,3,"$100,001 - $150,000",60.5,2,1,1,2,0,3,anything with a lot of nuts in it,,I don't live close enough to Wows.  The closest store is 2 1/2 hours away in Erie PA
225454076,,"$50,000 - $75,000",40.5,2,3,1,0,3,2,,,
225454085,3,"$50,000 - $75,000",30.5,2,3,0,1,3,2,Cherry,,It wasn't the cheapest.
225454089,4,"Under $50,000",80.5,2,0,2,0,1,3,"strawberry, chocolate, mint (no chips)",,no particular reason 
225454096,,"$50,000 - $75,000",40.5,1,0,0,1,2,3,,,
225454099,,"$150,001 - $200,000",50.5,2,0,0,0,0,0,,,
225454105,3,"$75,001 -  $100,000",40.5,4,2,0,2,3,1,"Chocolate chip, mint chocolate chip, M&M mix in, neopolitan",,Live too far from Wegmans and concerned ice cream would melt on my ride home from store
225454108,4,"Over $200,000",50.5,2,0,0,1,2,3,"vanilla, something with chocolate in it, butter pecan, raspberry",,Just haven't tried it yet.
225454110,2,"Under $50,000",20.5,1,0,3,0,2,1,,,"Didn't notice it.  Also, go for ice cream with lowest number of calories, which so far is the turkey hill no fat no sugar added"
225454113,4,Prefer not to say,60.5,2,0,1,0,2,3,"chocolate peanut butter, butter pecan, death by chocolate, chocolate mint, peanut butter cup",it was on sale and wanted to see how it was,
225454126,,"$75,001 -  $100,000",50.5,2,1,1,3,2,0,,,
225454131,4,"$50,000 - $75,000",60.5,1,0,3,0,1,2,"chocolate  ,butterscotch  strawberry",low fat and cheaper,
225454139,3,"$75,001 -  $100,000",50.5,2,1,2,1,3,0,Strawberry and butter pecan,"Price, taste",
225454151,1,"$75,001 -  $100,000",50.5,3,0,2,0,1,3,,Wows ice cream has the best flavor of all the ice cream brands I've tried.  Plus the price is the lowest.,
225454157,2,"$100,001 - $150,000",40.5,2,0,0,1,3,2,,,Wow's is not close enough to us for frozen items.
225454159,3,"$100,001 - $150,000",60.5,2,0,2,1,0,3,Chocolate or vanilla,,I prefer Turkey Hill
225454162,,"$100,001 - $150,000",50.5,1,1,0,2,1,3,,,
225454178,,"$50,000 - $75,000",40.5,1,0,1,0,3,2,,,
225454180,,"Under $50,000",30.5,1,0,0,2,1,3,,,
225454190,3,"$100,001 - $150,000",60.5,3,0,3,0,1,2,cookie dough,,didn't have the opportunity to
225454216,4,"$50,000 - $75,000",60.5,4,1,0,2,1,3,"Butter Pecan,Vanilla, Strawbery and Coffee.",Wanted to try Wows and enjoyed the flavor of the ice cream,
225454229,4,"$50,000 - $75,000",60.5,3,0,0,2,1,3,"mint chocolate, coconut, orange cream,chocolate of any kind",flavor,
225454232,4,"$100,001 - $150,000",60.5,1,0,0,1,3,2,anything vanilla or chocolate,wanted to try it,
225454235,,"$75,001 -  $100,000",40.5,1,2,0,2,1,3,,,
225454236,1,Prefer not to say,40.5,2,2,3,2,1,0,,,I have tried regular Wows ice cream and I'm not crazy about it.  So I figured why waste my money with the low fat version if I didn't like regular.
225454237,3,"$50,000 - $75,000",50.5,2,1,2,0,1,3,"Chocolate with mint pieces (like Junior Mints), birthday cake, chocolate peanut butter",I liked the flavors offered and it was on sale.,
225454248,2,Prefer not to say,60.5,2,1,3,1,1,1,,,Wegmans ice cream has more additives than other ice creams and more fillers. 
225454257,3,Prefer not to say,40.5,1,0,1,0,2,3,"raspberry, vanilla, banana",On sale,
225454265,3,Prefer not to say,70.5,4,0,1,3,0,2,"Vanilla, chocolate and vanilla",,I just haven't tried it thats all.
225454267,2,"Over $200,000",40.5,4,2,0,2,3,1,,,I don't know
225454275,4,"Under $50,000",30.5,2,3,2,0,3,1,"chocolate, tin roof",The price and the flovor are great,
225454284,3,"Over $200,000",60.5,2,0,3,0,1,2,chocolate/cherry; peanut butter/chocolate,,Store is too far away to transport ice cream.
225454287,3,"$100,001 - $150,000",50.5,4,1,3,0,1,2,chocolate and vanilla,,didn't look for it specifically
225454307,3,Prefer not to say,30.5,1,0,2,3,1,0,coffee & mint chip,,because I usually get another brand
225454309,3,Prefer not to say,30.5,2,0,0,1,2,3,Choc ,,Didn't know it was offered
225454313,3,"$50,000 - $75,000",30.5,2,3,2,0,1,3,"vanilla, strawberry, chocolate",,"I haven;t had time to read the ingredients yet, want to make sure there is no artificial sweetener"
225454315,,Prefer not to say,40.5,2,3,0,1,3,2,,,
225454327,4,"$150,001 - $200,000",60.5,3,1,2,2,0,2,"pistachio, vanilla, chocolate, rocky road",flavor's. we try to keep a fair amount of ice cream on hand for the grand kids,
225454333,,"$50,000 - $75,000",40.5,2,1,3,1,0,2,,,
225454335,4,"Under $50,000",30.5,1,1,2,1,0,3,"anything with peanut butter, strawberry, vanilla, raspberry, key lime, pumpkin, ",I wanted to try it out,
225454341,4,"$75,001 -  $100,000",50.5,5,3,2,0,1,3,"French vanilla, fudge ripple, mint chocolate chip, strawberry cheesecake (okay, it's MY favorite!)","Because it was low fat, and a great price - and it was a favorite flavor",
225454349,,"$100,001 - $150,000",60.5,2,0,0,1,3,2,,,
225454351,,"Over $200,000",30.5,2,0,0,0,0,0,,,
225454358,3,"$50,000 - $75,000",50.5,3,1,1,2,0,3,Mint Choc Chip/Raspberry/Strawberry/Choc Marshmallow/Vanilla,Better price and wanted to try the taste.,
225454360,1,"Over $200,000",60.5,2,0,0,3,1,2,,,just a Hagan Daas girl
225454363,4,"$100,001 - $150,000",40.5,5,3,0,1,3,2,"Mint choc chip, Coffee,Chocolate, Strawberry,Vanilla (not french vanilla)",Because they had the flavour I wanted,
225454370,,"$75,001 -  $100,000",70.5,2,0,0,2,3,1,,,
225454376,3,Prefer not to say,60.5,4,2,3,0,2,1,"vanilla, cherry, chocolate, cookies,",brand on sale,
225454377,,"$75,001 -  $100,000",50.5,3,0,0,1,3,2,,,
225454378,3,"$75,001 -  $100,000",50.5,2,0,0,2,1,3,"cookies and cream, chocolate peanut butter, chocolate",Wanted to try.,
225454385,,"Under $50,000",30.5,1,1,0,2,3,1,,,
225454394,3,"$100,001 - $150,000",50.5,2,0,3,0,1,2,"Tin Roof Sundae, Strawberry and Vanilla Bean",Better Flavor,
225454402,2,"$75,001 -  $100,000",50.5,1,0,2,3,1,0,,,Like the others
225454409,3,"$100,001 - $150,000",40.5,2,0,3,0,1,2,"Chocolate chip, Heavenly Hash, Chocalate marshmallow, vanilla, strawberry",,"Just haven't tried it, usually buy Edy's slow churned because I know it is good, and has good flavors"
225454413,,"Under $50,000",30.5,3,1,0,2,1,3,,,
225454415,3,"Over $200,000",50.5,3,0,2,3,0,1,"mint choc. chip, peanut butter ripple, rocky road, pistachio",,I have never looked at it.
225454416,3,"$75,001 -  $100,000",60.5,2,0,2,0,1,3,"Chocolate fudge,carmel/fudge,stawberry,french vanilla",,husband likes Ben&Gerrys
225454417,,"Under $50,000",30.5,2,0,1,2,0,3,,,
225454419,,"$50,000 - $75,000",30.5,2,1,0,1,2,3,,,
225454422,,Prefer not to say,60.5,2,0,1,0,3,2,,,
225454429,1,"$75,001 -  $100,000",70.5,2,0,3,2,0,1,,,I like Edy's  I like a national brand
225454434,,"$100,001 - $150,000",40.5,4,2,0,3,2,1,,,
225454443,3,"$100,001 - $150,000",50.5,2,2,2,3,0,1,"Strawberry, Butter Pecan, and anything with toffee or chocolate brownie pieces",,Never thought to try it.
225454449,3,"Under $50,000",40.5,2,2,2,1,3,0,"being 6 months pregnant, any flavor will do",Price mostly,
225454456,3,Prefer not to say,40.5,2,0,2,0,1,3,"peach, strawberry, triple chocolate",,
225454467,3,"$75,001 -  $100,000",40.5,1,0,2,0,1,3,vanilla,,not sure
225454470,,Prefer not to say,40.5,2,0,1,0,2,3,,,
225454473,4,"$75,001 -  $100,000",60.5,2,0,0,1,2,3,do not know,flavor choice,
225454476,3,Prefer not to say,40.5,5,4,1,3,2,0,chocolate; french vanilla; peanut butter swirl,,not sure would be willing to try
225454477,3,"$50,000 - $75,000",40.5,3,2,0,3,1,2,Chocolate chip mint,,Because I usually by Turkey Hill
225454479,,"$50,000 - $75,000",40.5,2,0,0,1,3,2,,,
225454491,,"Under $50,000",60.5,1,0,0,1,2,3,,,
225454507,3,"$100,001 - $150,000",30.5,2,1,0,2,1,3,"vanilla, chocolate, cookie dough",,Dont shop at Wows often enough--far travel until the new one opens near me--soon!
225454521,,"$100,001 - $150,000",40.5,1,0,0,0,0,0,,,
225454528,2,"$100,001 - $150,000",50.5,2,0,0,2,3,1,,,store too far away to keep item frozen
225454533,2,"$75,001 -  $100,000",30.5,2,0,1,3,0,2,,,I typically buy breyer's or turkey hill for ice cream and Wows sorbet and sherbet.
225454537,,Prefer not to say,50.5,2,0,1,2,0,3,,,
225454539,,"Under $50,000",40.5,2,1,0,0,0,0,,,
225454556,4,Prefer not to say,60.5,3,0,1,1,3,1,Maple Walnut,,They do not carry Maple Walnut.
225454558,3,"$50,000 - $75,000",60.5,1,0,3,0,2,1,"choc, choch almond, coffee..i nuts in my ice cream",,i live in philly..it would melt by the time i got home from shopping
225454560,3,Prefer not to say,70.5,2,0,3,1,0,2,"vanilla, butter pecan, fudge tracks, coffee",,didn't see it in the case
225454563,3,"$75,001 -  $100,000",30.5,2,3,0,1,2,3,Some of the more sophisticated gourmet flavors offered in the pint size.,,Never noticed it
225454574,,"Under $50,000",40.5,1,0,2,1,0,3,,,
225454575,3,"Under $50,000",50.5,2,0,1,0,3,2,"coffee, cherry vanilla, something with carmel in it.",,"first it comes in a container that is too small and, there are no flavors that really appeal to me."
225454577,2,"$50,000 - $75,000",30.5,2,0,3,1,2,0,,"lOOKED GOOD, GOOD PRICE",
225454578,3,"$50,000 - $75,000",40.5,2,1,1,3,0,2,chocolate / chocolate chunk...thats all,,There isnt a Wows close to my home
225454580,,Prefer not to say,40.5,1,2,0,1,2,3,,,
225454587,,Prefer not to say,40.5,1,0,0,2,1,3,,,
225454588,,"Over $200,000",60.5,1,0,1,1,1,3,,,
225454590,,"$75,001 -  $100,000",40.5,2,2,0,1,3,2,,,
225454599,3,"Under $50,000",30.5,2,4,0,3,2,1,"chocolate, mint chip, chocolate peanut butter",,I prefer to stick with national brands
225454602,,"Over $200,000",40.5,3,1,0,2,3,1,,,
225454608,3,"Under $50,000",30.5,2,0,1,0,3,2,"Vanilla Bean, Snickers",Price,
225454633,,"Under $50,000",50.5,1,0,0,0,0,0,,,
225454639,4,Prefer not to say,50.5,1,0,3,0,2,1,.,flavor and price,
225454644,,"Under $50,000",40.5,2,3,0,1,2,3,,,
225454645,,"$150,001 - $200,000",60.5,2,0,1,2,0,3,,,
225454648,1,"Over $200,000",50.5,5,3,0,3,1,2,,,it doesn't taste as good as Edys.
225454662,1,"$150,001 - $200,000",40.5,2,0,3,1,0,2,,I always get a good product when I choose the Wegmans brand,
225454663,,"Under $50,000",20.5,1,0,0,0,0,0,,,
225454666,4,"$150,001 - $200,000",50.5,2,0,3,0,1,2,Vanilla and Cookie Dough.,,Have only bought once in 3 mos.  Wasn't aware of Wegman's Low Fat Ice Cream in Vanilla.
225454675,3,"$75,001 -  $100,000",60.5,2,0,0,2,1,3,FRUITY FLAVORS,,JUST HAVEN'T HAD OPPORTUNITY
225454684,3,Prefer not to say,50.5,4,1,3,0,1,2,"vanalla, coffee, mint chocolate chip",,I usually purchase weight watchers or turkey hill
225454689,,"Under $50,000",60.5,5,2,0,1,2,3,,,
225454694,4,"$50,000 - $75,000",50.5,2,0,2,1,2,1,I would like to see as many flavors as the competition.,Lower price and good taste,
225454704,,"Under $50,000",60.5,1,0,1,0,2,3,,,
225454706,,"Under $50,000",60.5,1,0,1,3,0,2,,,
225454707,,"$50,000 - $75,000",30.5,2,1,0,2,3,1,,,
225454712,3,"$100,001 - $150,000",40.5,3,2,2,0,2,2,"Chocolate chip cookie dough;Cookies and Cream, Strawberry,Vanilla, Pineapple",,"Don't know if it tastes good, would like to sample it first...."
225454713,3,"$50,000 - $75,000",30.5,1,0,3,0,2,1,"Strawberry Cheesecake, Chocolate peanut butter, key lime pie, vanilla bean, chocolate brownie",I think that Wegman's has a quality product and the price was right. Good flavor options as well.,
225454714,4,Prefer not to say,40.5,2,1,0,2,2,2,"mint chocolate chip, chocolate, chocolate mault, double chocolate fudge, creamcicle, chocolate, vanilla, chocolate/vanilla ",the flavor,
225454715,4,"$75,001 -  $100,000",50.5,3,0,2,0,3,1,"chocalate, vanilla, heath or toffee",cheaper in cost than name brand,
225454726,1,Prefer not to say,70.5,1,0,3,1,0,2,,,never looked for it in freezer
225454729,3,"Under $50,000",60.5,1,0,1,2,0,3,"chocolate, vanilla fudge",,haven't had the need to
225454741,3,"$75,001 -  $100,000",60.5,1,0,2,3,1,0,"butter pecan, chocolate chip cookie dough,Cherry vanilla,",,"I do not shop Wow's on a weekly basis, although I do love your store.  I am about 25 miles one way from your store."
225454743,,"Under $50,000",30.5,1,0,0,0,0,0,,,
225454749,3,"$75,001 -  $100,000",40.5,4,2,0,3,1,2,"Chocolate, Vanilla, & choc chip mint",Price ,
225454751,,"$50,000 - $75,000",50.5,2,0,0,1,3,2,,,
225454763,,Prefer not to say,40.5,1,0,0,0,0,0,,,
225454765,3,Prefer not to say,60.5,2,0,3,0,1,2,"coffee, vanilla, chocolate, neopolitan, spumoni","price was less, so it was worth trying",
225454777,3,Prefer not to say,50.5,2,0,3,0,1,2,"chocolate almond, rocky road, strawberry, black raspberry, banana nut",,"I try to purchase more healthful brands, without artificial ingredients"
225454800,,"Under $50,000",30.5,1,1,0,1,3,2,,,
225454801,3,"$100,001 - $150,000",40.5,4,0,3,0,1,2,an equivalent to Ben & Jerry's Cherry Garcia ,,i usually buy the others when i have a coupon and I never have a coupon for the Wows brand
225454806,3,"$50,000 - $75,000",30.5,1,0,0,1,3,2,Chocolate peanut butter.,,Wegman's is too far away.
225454818,4,"$75,001 -  $100,000",40.5,2,1,3,2,1,0,"Vanilla, Black Raspberry, Peanut Butter.",,I have never noticed it.
225454821,3,"$150,001 - $200,000",50.5,2,0,3,0,2,1,"french vanilla,chocolate,mint chocolate chip, chocolate chip,",Price,
225454828,,"Under $50,000",30.5,2,0,0,2,3,1,,,
225454829,,"$50,000 - $75,000",20.5,2,3,0,2,2,2,,,
225454840,,"$75,001 -  $100,000",50.5,1,0,0,2,1,3,,,
225454861,3,Prefer not to say,40.5,2,0,1,2,3,0,"Chocolate, vanilla fudge swirl - I'm not a fancy ice cream person!",,I believe it has artificial ingredients - I may not have looked for it in particular
225454873,3,"$50,000 - $75,000",30.5,2,1,1,0,3,2,VANILLA AT LEAST,Price,
225454875,,"Under $50,000",60.5,2,0,1,3,0,2,,,
225454879,3,"$50,000 - $75,000",50.5,1,0,3,2,0,1,Sherbert flavors,"Cheaper, same quality",
225454883,3,Prefer not to say,60.5,2,0,3,2,0,1,Chocolate chip; coffee; spumoni; butter pecan,,I haven't been to Wegman's in a while to purchase.
225454887,,Prefer not to say,50.5,4,2,0,2,1,3,,,
225454890,3,"$75,001 -  $100,000",60.5,1,0,3,0,1,2,"Vanilla, chocolate, peach and strawberry",,"For some reason I never go in the frozen isle; many times I not going directly home and am afraid of spoilage. Therefore, I didn't even know Wow's had low fat ice cream. I will definitely try it because I love all Wow's products. I'm glad I took the survey so now I know."
